antecedent,consequent,confidence,lift,support
"11,5",12,0.5150212098320646,2.7187219521424204,0.05594384785394238
"11,5",14,0.5155026854718876,3.1825031823230137,0.05599614783581773
"11,5",21,0.4884404339921802,2.678717060004183,0.05305652816489283
"4,3",6,0.616523002952495,2.6849876512907374,0.06081856685425528
"4,3",11,0.5494748580882823,2.745262715556972,0.054204422594674236
"4,3",9,0.5392919496521906,2.81470143716554,0.053199902253137324
"4,3",7,0.6095485333503963,2.992696907408262,0.060130551575446785
"4,3",5,0.6115138163968592,2.256579705930614,0.060324422197915756
"4,3",10,0.6139727054177826,2.345357419967933,0.06056698590695833
"4,3",16,0.5621715006535709,2.7812440544225376,0.05545691698820635
"4,3",21,0.5368147789285094,2.9440128341241993,0.05295553509644387
"14,11",5,0.7104986155923205,2.62184878582845,0.05599614783581773
"14,11",10,0.6476282007276721,2.473920408112551,0.05104117541504093
"14,11",3,0.6513237683348208,2.6766581752212404,0.051332432210657114
"17,4",7,0.6765664614270192,3.3217344411275413,0.057270283601160335
"21,7",4,0.6861442299410628,2.9219371592195986,0.05028462912549922
4,6,0.40049458946770194,1.7441734079342863,0.09404618809778653
4,7,0.5025766268076708,2.4674975567833752,0.11801761427320609
4,5,0.4543464737460544,1.6766081233577648,0.10669196302571626
4,10,0.45809429455721185,1.7499065403137948,0.10757204547934286
4,3,0.42009000913915323,1.726387722907495,0.098647684778992
"12,11",5,0.7470948785568922,2.756894605079667,0.05594384785394238
"14,21",3,0.7176052418538758,2.9490462816987053,0.051155694340871444
"14,21",16,0.710724043715847,3.516181483091493,0.05066515657983367
"25,7",4,0.7928586609989373,3.3763793128171957,0.0504568583761577
"9,6",5,0.7095781405418057,2.618452091815801,0.05467782760302871
"9,6",3,0.791913872798549,3.254422523404215,0.06102235643880406
"8,4",5,0.6645176376269375,2.4521719298795595,0.05381397617825998
"8,4",10,0.6300552289328345,2.4067921800557928,0.05102314093853219
"8,4",7,0.6336629253518617,3.1110911982945813,0.051315299457973806
"20,3",6,0.678750053895572,2.9559894834336906,0.056780647563947996
"20,3",16,0.6236795584874747,3.0855442901170558,0.05217374053978992
"20,3",21,0.6118117535463287,3.3553130897469137,0.051180942607983684
"21,3",20,0.5179213431882471,4.061175831111756,0.051180942607983684
"21,3",14,0.5176658454238525,3.1958576489921837,0.051155694340871444
"21,3",5,0.6131033853453782,2.262445458975313,0.06058682383111795
"21,3",10,0.5943334245825349,2.2703359530145453,0.05873197792219386
"21,3",4,0.535879186057122,2.2820352314660646,0.05295553509644387
"21,3",6,0.6288256227758007,2.7385661587363805,0.06214049398234605
"21,3",16,0.6825349028196003,3.3767206950120228,0.06744804041886875
"21,3",11,0.5484077014326124,2.7399310332509574,0.05419360190876899
"21,3",9,0.5691942695501414,2.9707692272477537,0.05624772878311468
29,5,0.5320230847731992,1.9632467231233763,0.054530846619482466
29,10,0.5395449906745962,2.06104576981826,0.05530182049023118
29,3,0.4909561178167998,2.017616691294582,0.05032159980234214
29,4,0.669352852165957,2.850431273817356,0.0686067555345554
29,7,0.5740665798641659,2.8184913656716786,0.05884018478124631
"13,5",10,0.6511868804213135,2.4875144583872966,0.06065445311802573
"13,5",6,0.5826943928128873,2.53766240949084,0.05427475705305833
"13,5",8,0.5573691140024783,2.4344920682250284,0.05191584752571491
"13,5",11,0.5433221034696406,2.714522586861558,0.0506074462550057
"13,5",12,0.5442708333333334,2.873126454300167,0.050695815189898526
"16,6",5,0.6844423858782358,2.525697304685608,0.05996192922009005
"16,6",10,0.6229838917194174,2.3797798828376324,0.054577736258405195
"16,6",3,0.7263445010550151,2.984960846348958,0.06363284691344444
"16,6",21,0.6440430240337605,3.532076617316941,0.056422663205249475
"4,10",6,0.5359777360515021,2.334209098076323,0.057656221398447415
"4,10",11,0.5282909737124464,2.639424701148115,0.0568293406505216
"4,10",8,0.47431598712446355,2.0717303479462204,0.05102314093853219
"4,10",19,0.49152528165236054,2.9710800717502677,0.052874379952154535
"4,10",7,0.6158546807939914,3.0236581630253907,0.06624874773103742
"4,10",12,0.4923719152360515,2.599159624915547,0.05296545405852368
"4,10",14,0.4712144581545064,2.9090857427067904,0.05068950312312047
"4,10",5,0.6303061292918455,2.3259262207096083,0.06780331960609097
"4,10",3,0.5630364806866953,2.313835717727284,0.06056698590695833
"4,10",16,0.508877078862661,2.5175793301034792,0.0547409482708093
"4,10",21,0.4691691255364807,2.573028875455335,0.05046948250971382
"14,12",5,0.7516037158295403,2.7735329056609226,0.05092395131773411
5,6,0.48128281746005336,2.0960100685135803,0.13042353066356954
5,11,0.4008405262772605,2.0026622428216694,0.10862435718362794
5,10,0.5049446636896642,1.9288735528591887,0.13683568878625268
5,8,0.42545736475379836,1.8583243201675492,0.11529531004421152
5,3,0.41996033621051093,1.7258548234165974,0.11380566228458945
5,12,0.4185528040835069,2.209479289141598,0.11342423310642956
"16,3",11,0.5329919519036675,2.662911526732649,0.05499974300870975
"16,3",20,0.505605704448736,3.9646052320209457,0.05217374053978992
"16,3",9,0.5587353740486032,2.916181599491897,0.057656221398447415
"16,3",14,0.50800003495373,3.136184880163177,0.05242081286795968
"16,3",5,0.6089813609234775,2.2472345570980368,0.06284113339471067
"16,3",10,0.5920987093335197,2.2617994074245797,0.06109900296396621
"16,3",4,0.5374223371811564,2.2886067224366946,0.05545691698820635
"16,3",6,0.6166537046584584,2.6855568635745186,0.06363284691344444
"16,3",7,0.4941758347387646,2.4262522365687444,0.050994285776118205
"16,3",21,0.6536260125658659,3.584631879085434,0.06744804041886875
"6,10",5,0.6948548223350254,2.564120791069168,0.07714608016144463
"6,10",3,0.6384893401015228,2.623914242134359,0.07088811681291124
"6,10",4,0.5193096446700508,2.211474033721577,0.057656221398447415
"6,10",11,0.5179939086294416,2.587978946286125,0.05751014213872661
"6,10",8,0.4990213197969543,2.1796389760403345,0.05540371528250557
"6,10",19,0.46313908629441625,2.7994965083224,0.05141989942172451
"6,10",7,0.45638984771573604,2.2407345947074337,0.05067056692278629
"6,10",12,0.5331329949238579,2.8143314275999467,0.05919095534934134
"6,10",14,0.47229238578680205,2.9157404279621244,0.05243614217299211
"6,10",16,0.4915817258883249,2.432013630716214,0.054577736258405195
"6,10",21,0.47381116751269037,2.59848687641012,0.05260476452834884
"21,6",5,0.6923134971970677,2.554742911814899,0.05790780234574436
"21,6",10,0.6289133247089262,2.4024301399833217,0.05260476452834884
"21,6",3,0.7429172056921086,3.0530674739725945,0.06214049398234605
"21,6",16,0.6745579991375593,3.3372563751157194,0.056422663205249475
"12,3",5,0.7158667816926989,2.6416581414887266,0.05686721305118996
"12,3",10,0.6688839447875046,2.5551167163649593,0.05313497813770585
"12,3",6,0.7011328550671995,3.0534676707183688,0.05569677552577262
"8,3",5,0.6571251647956534,2.42489257212766,0.05932801737080777
"8,3",10,0.6124106108425552,2.3393902652876477,0.05529099980432593
"8,3",6,0.6463285525947825,2.8147922690361056,0.05835325391551028
7,5,0.5249317106212673,1.9370784656460585,0.10691739398207553
7,10,0.48430340406504424,1.8500245568192994,0.09864227443603937
7,3,0.43993412343886273,1.8079384252657689,0.08960519825750889
7,4,0.5794303979599517,2.467497556783375,0.11801761427320609
7,8,0.41778047344351127,1.8247929842287651,0.08509297223502169
7,16,0.4169393076763017,2.0627334704474003,0.08492164470818865
9,5,0.48884130271084336,1.803899329074323,0.0936611520243249
9,10,0.4594832454819277,1.7552122914139794,0.08803619880124834
9,3,0.5440747364457831,2.2359111735813664,0.10424378283965456
9,4,0.4057040662650602,1.727686009934376,0.07773220064797874
9,6,0.4021790286144578,1.751509222310605,0.07705680950272636
9,16,0.40523343373493975,2.0048207298275313,0.07764202826543504
"14,4",5,0.6725592236594625,2.481846614830119,0.052557874889426114
"14,4",10,0.6486505198296851,2.477825636586591,0.05068950312312047
"14,4",7,0.6458696329460093,3.1710223999428715,0.050472187681190134
"9,4",3,0.68439979583314,2.8125863014641435,0.053199902253137324
"9,4",7,0.6452716811284859,3.168086639364062,0.05015838778993802
"7,3",5,0.6425717764740216,2.371188338701463,0.05757777142563439
"7,3",10,0.6168499864145475,2.3563485475466472,0.05527296532781719
"7,3",4,0.6710609735234626,2.857705288593201,0.060130551575446785
"7,3",6,0.615239858711294,2.6793994957378215,0.05512868951574725
"7,3",16,0.5690996367149369,2.815519782036803,0.050994285776118205
3,6,0.5018213485019732,2.1854563697206997,0.12211053871686503
3,9,0.4283967315780697,2.2359111735813664,0.10424378283965456
3,5,0.4676919086175909,1.7258548234165971,0.11380566228458945
3,10,0.4585536677104371,1.7516613320560723,0.11158201133106159
3,4,0.4053991958644457,1.7263877229074953,0.098647684778992
3,16,0.4240684812213967,2.0980037954499844,0.10319056941154404
3,21,0.4061069833799633,2.2271819220113116,0.09881991402965049
"30,16",21,0.7270204991639314,3.9871437304356316,0.05292758165785532
"21,4",5,0.6235288858091268,2.3009171535468016,0.05030627049730971
"21,4",10,0.6255518424552658,2.3895893780469284,0.05046948250971382
"21,4",3,0.6563656075017045,2.697377947292037,0.05295553509644387
"21,4",7,0.6232606484637824,3.060019199643632,0.05028462912549922
"21,4",16,0.6684586411543147,3.3070808804366547,0.053931200275566804
"6,3,10",5,0.7363573918131631,2.7172716333185956,0.05219898880690216
"12,5",13,0.44695753104479036,2.676881363746072,0.050695815189898526
"12,5",10,0.6172626524414482,2.3579249194596326,0.07001254297841183
"12,5",3,0.5013674017776223,2.0604025524639527,0.05686721305118996
"12,5",4,0.4908733881354046,2.0903785686401015,0.055676937601613005
"12,5",6,0.6337986739382762,2.7602240383232552,0.07188812853532098
"12,5",8,0.5028779037412748,2.196483868925538,0.057038540578023
"12,5",7,0.4728268646749241,2.321435321769149,0.053630024517870814
"12,5",16,0.4518547374111586,2.23547138271222,0.05125127706636778
"12,5",11,0.4932265911945686,2.4642375373436307,0.05594384785394238
"12,5",9,0.4416707741720064,2.3051917678684624,0.050096168845982864
"12,5",14,0.44896888365954873,2.7717506451058926,0.05092395131773411
"11,6",5,0.7281584898240094,2.687016428377108,0.06678256823569619
"11,6",10,0.6270573198308917,2.39534025671362,0.05751014213872661
"11,6",3,0.6760593845246289,2.7783108286517373,0.06200433368470505
"11,6",4,0.5505063415593353,2.344324801691368,0.050489320433873434
14,5,0.5769620450471514,2.1290783740864527,0.09345646071595068
14,10,0.5363182916374406,2.0487198757483487,0.0868729750664345
14,3,0.5223287350946926,2.1465445403882004,0.0846069430931111
14,4,0.4824420766670007,2.054473927596046,0.07814609188385437
14,6,0.5035182649164412,2.1928465232045107,0.08156001828695918
14,8,0.4451273144282263,1.944239264612367,0.07210183708194956
14,7,0.43314739971274924,2.1266212822254706,0.07016132740960895
14,16,0.4711023525613191,2.330695553869885,0.07630928045143902
14,11,0.48655599719429504,2.4309102017430875,0.07881246579085237
14,9,0.4304474654018727,2.24661447342633,0.06972399135427196
14,12,0.4182838438157587,2.208059487063118,0.06775372479569193
14,21,0.4400948595477471,2.4135790697245363,0.07128667874375444
"24,3",6,0.6922433824704624,3.0147535853810443,0.05077155999123525
"19,3",5,0.6622396512096297,2.443765810864995,0.05040365667045691
"19,3",10,0.6712082079473023,2.5639953323029108,0.051086261606312786
"19,3",6,0.6699642205530413,2.917726752087053,0.050991580604641894
"9,16",5,0.6554863885533773,2.4188452366272606,0.05089329270766925
"9,16",3,0.7425903558487411,3.05172426288795,0.057656221398447415
"9,16",21,0.655161200408808,3.593051194070454,0.050868044440557016
"11,10",5,0.6861604856996562,2.532037356350547,0.06766896275610083
"11,10",3,0.5930345256382122,2.43711467078225,0.0584849055940241
"11,10",4,0.5762471655328798,2.4539417988111873,0.0568293406505216
"11,10",6,0.58315046448687,2.5396486238038225,0.05751014213872661
"11,10",8,0.5284452490673689,2.3081576194765407,0.0521151284911365
"11,10",16,0.5201064296686416,2.573134556805383,0.051292756362337884
"11,10",14,0.5175554092604784,3.1951758611930376,0.05104117541504093
"12,16",5,0.726918108685365,2.682439231868979,0.05125127706636778
"16,4",5,0.6115310763011622,2.2566433976228244,0.05456421040102364
"16,4",10,0.6135118746841839,2.343597060312108,0.0547409482708093
"16,4",3,0.6215361293582617,2.5542438994594527,0.05545691698820635
"16,4",7,0.6326124305204649,3.105933589898922,0.056445206300885405
"16,4",21,0.6044365841334007,3.314866003977705,0.053931200275566804
"14,7",4,0.7193733292206457,3.0634428889416867,0.050472187681190134
17,5,0.48901174844505874,1.8045282999568766,0.0733768745711176
17,10,0.4657492262852679,1.7791481511693257,0.06988630164285063
17,3,0.42160391815149784,1.7326092322879885,0.06326223842118979
17,4,0.5641296836032571,2.4023396440727036,0.08464842238908121
17,7,0.5223460833508609,2.5645595431895285,0.07837873663081714
"6,5",10,0.5915043073051341,2.2595288094070844,0.07714608016144463
"6,5",3,0.5904257525684813,2.4263937450247814,0.07700541124467644
"6,5",4,0.47436358356725067,2.0200717594386512,0.06186817338706405
"6,5",11,0.5120438612259572,2.558251574683696,0.06678256823569619
"6,5",13,0.4161423692252382,2.4923257255341893,0.05427475705305833
"6,5",8,0.49134390685711915,2.1461053617137367,0.06408280710233753
"6,5",9,0.41923284337449357,2.1880825172973903,0.05467782760302871
"6,5",19,0.42042893292219197,2.5413301631060787,0.054833825824829326
"6,5",7,0.42612591435169184,2.0921479361738453,0.055576846256989484
"6,5",12,0.5511898671165254,2.909651025861235,0.07188812853532098
"6,5",14,0.4505040169250128,2.781227931336045,0.05875632446548066
"6,5",16,0.4597477841231212,2.2745208350829,0.05996192922009005
"6,5",21,0.44399811944302325,2.4349854237924182,0.05790780234574436
45,3,0.6025220707979771,2.4761043661523274,0.05071024277110552
"20,16",3,0.7180798252581414,2.950996613638993,0.05217374053978992
"20,16",21,0.7085980937251787,3.8861111207236134,0.05148482353715598
"26,10",5,0.6695825332479909,2.4708621709904954,0.05093837889894111
6,5,0.5680008168266285,2.0960100685135803,0.13042353066356954
6,10,0.483518166538383,1.8470249728909893,0.11102474600694147
6,3,0.5317973327468937,2.1854563697206992,0.12211053871686503
6,4,0.40957572139928683,1.744173407934286,0.09404618809778653
6,12,0.42322615101867705,2.2341492069237563,0.09718058011500585
"6,4",5,0.657848814911406,2.42756295196474,0.06186817338706405
"6,4",10,0.6130628212011966,2.3418816894023053,0.057656221398447415
"6,4",3,0.6466882718416813,2.657608295287805,0.06081856685425528
"6,4",11,0.5368566387972693,2.6822201096097964,0.050489320433873434
"6,4",7,0.592640177955051,2.9096820527536584,0.05573554965026641
19,5,0.54785329241771,2.0216626155422124,0.09063496686615803
19,10,0.5610382248578764,2.143149283257938,0.09281623679989034
19,3,0.4600609373892853,1.890650900567087,0.07611090120984286
19,4,0.4861037679800727,2.0700671971250717,0.08041933764778127
19,6,0.4783803081753122,2.0833694994675507,0.07914159498713691
19,8,0.4002136624025029,1.7480641862581754,0.06620997360654363
19,7,0.4124174919740335,2.0248437741417122,0.06822893325169727
19,11,0.42226667466083817,2.1097106462737827,0.0698583482042621
19,12,0.42786441158355454,2.258633908867586,0.07078441857298598
"16,10",11,0.5219773161062986,2.6078806758486617,0.051292756362337884
"16,10",5,0.6563738804874468,2.422120217885082,0.06449940350968947
"16,10",3,0.6217699309939804,2.5552047227704557,0.06109900296396621
"16,10",4,0.5570676112171488,2.372265891608384,0.0547409482708093
"16,10",6,0.5554066950521216,2.418823159099634,0.054577736258405195
"16,10",7,0.5300066069593304,2.602170371627067,0.052081764709595336
"16,10",21,0.598397812362355,3.2817480230760037,0.058802312380577954
"3,10",6,0.6353005826592212,2.766764923821106,0.07088811681291124
"3,10",11,0.5241427797936045,2.6186996726328573,0.0584849055940241
"3,10",8,0.49551893844500294,2.164341178930632,0.05529099980432593
"3,10",9,0.5282399812514648,2.757018411559291,0.0589420795735207
"3,10",19,0.45783599880397274,2.7674413971211247,0.051086261606312786
"3,10",5,0.642387852242147,2.3705096300967696,0.07167892860781958
"3,10",7,0.49535731314094533,2.4320529342440245,0.05527296532781719
"3,10",12,0.47619663334491646,2.5137726677961303,0.05313497813770585
"3,10",14,0.4851425939245048,2.9950723683075298,0.05413318641246471
"3,10",4,0.5428024211470548,2.3115177469322736,0.06056698590695833
"3,10",16,0.547570367616754,2.7090075315833904,0.06109900296396621
"3,10",21,0.5263570464591937,2.88666028010742,0.05873197792219386
"3,5",6,0.6766395423464254,2.946798103030644,0.07700541124467644
"3,5",11,0.552290248714434,2.7593288494335853,0.06285375752826679
"3,5",8,0.5213098907367937,2.2769916061052804,0.05932801737080777
"3,5",9,0.5446521246503815,2.8426775496971604,0.06198449576054543
"3,5",19,0.442892345236869,2.677112795582855,0.05040365667045691
"3,5",10,0.6298362240410748,2.4059555879021586,0.07167892860781958
"3,5",7,0.505930638860937,2.4839647303553436,0.05757777142563439
"3,5",12,0.4996870270741389,2.6377750348383153,0.05686721305118996
"3,5",14,0.5043855826446608,3.113870726813156,0.05740193527967415
"3,5",4,0.5300652092956921,2.257276479587439,0.060324422197915756
"3,5",16,0.5521793216014705,2.731809516124046,0.06284113339471067
"3,5",21,0.5323709085722889,2.919641650849382,0.06058682383111795
30,5,0.5143414153184243,1.8979986528610946,0.062091800895772445
30,10,0.4884148254380854,1.865730063821138,0.058961917497680316
30,3,0.5654775243131807,2.3238673482259036,0.06826500220471475
30,4,0.5356742706045803,2.2811626014137336,0.06466712414122078
30,6,0.48505355622282975,2.1124318191470732,0.058556141776233625
30,16,0.6030490446525941,2.983478472343945,0.07280067304666331
30,11,0.49825214000806706,2.4893459687483164,0.06014948777578096
